selectivity,complexity,query,alias,table,estimated_policy_cardinality,actual_policy_cardinality,policy_q_error,estimated_without_policy,actual_without_policy,plain_q_error
0.05,2,q9_ticket_topic_segments,c,customers,8.772,6,1.462,1032.0,1168,1.1318
0.05,2,q10_acl_customer_rows,c,customers,7.548,1,7.548,888.0,548,1.6204
0.05,2,q11_order_ticket_bridge,o,orders,68.2,123,1.8035,1550.0,2515,1.6226
0.05,2,q11_order_ticket_bridge,c,customers,10.2,6,1.7,1200.0,1200,1.0
0.05,2,q11_order_ticket_bridge,t,tickets,60.0,44,1.3636,1500.0,1468,1.0218
0.05,2,q12_product_segment_revenue,o,orders,220.0,220,1.0,5000.0,5000,1.0
0.05,2,q12_product_segment_revenue,c,customers,6.12,4,1.53,720.0,729,1.0125
0.05,2,q12_product_segment_revenue,l,lineitem,600.0,566,1.0601,12000.0,12000,1.0
0.05,2,q12_product_segment_revenue,p,products,12.696,22,1.7328,276.0,281,1.0181
0.05,2,q13_order_lineitem_rows,o,orders,123.2,140,1.1364,2800.0,2781,1.0068
0.05,2,q13_order_lineitem_rows,l,lineitem,426.0,449,1.054,8520.0,9745,1.1438
0.05,2,q14_support_owner_rows,t,tickets,80.0,65,1.2308,2000.0,1993,1.0035
0.05,2,q14_support_owner_rows,c,customers,10.2,6,1.7,1200.0,1200,1.0
0.05,2,q15_clearance_product_rows,p,products,4.692,6,1.2788,102.0,102,1.0
0.05,2,q15_clearance_product_rows,l,lineitem,480.0,428,1.1215,9600.0,9562,1.004
0.05,2,q16_region_product_mix,c,customers,10.2,6,1.7,1200.0,1200,1.0
0.05,2,q16_region_product_mix,o,orders,165.0,171,1.0364,3750.0,3824,1.0197
0.05,2,q16_region_product_mix,l,lineitem,600.0,566,1.0601,12000.0,12000,1.0
0.05,2,q16_region_product_mix,p,products,11.592,22,1.8979,252.0,289,1.1468
0.05,3,q1_customer_orders,l,lineitem,600.0,566,1.0601,12000.0,12000,1.0
0.05,3,q1_customer_orders,o,orders,13.662,22,1.6103,1150.0,1809,1.573
0.05,3,q1_customer_orders,c,customers,4.08,4,1.02,480.0,504,1.05
0.05,3,q2_revenue_by_product,l,lineitem,600.0,566,1.0601,12000.0,12000,1.0
0.05,3,q2_revenue_by_product,p,products,1.38,2,1.4493,90.0,97,1.0778
0.05,3,q2_revenue_by_product,o,orders,39.204,32,1.2251,3300.0,3322,1.0067
0.05,3,q3_support_tickets,t,tickets,23.68,20,1.184,800.0,787,1.0165
0.05,3,q3_support_tickets,c,customers,10.2,6,1.7,1200.0,1200,1.0
0.05,3,q4_revenue_by_region,l,lineitem,600.0,566,1.0601,12000.0,12000,1.0
0.05,3,q4_revenue_by_region,o,orders,59.4,47,1.2638,5000.0,5000,1.0
0.05,3,q4_revenue_by_region,c,customers,10.2,6,1.7,1200.0,1200,1.0
0.05,3,q5_high_value_segments,o,orders,41.58,38,1.0942,3500.0,3498,1.0006
0.05,3,q5_high_value_segments,c,customers,10.2,6,1.7,1200.0,1200,1.0
0.05,3,q6_lineitem_product_count,l,lineitem,480.0,459,1.0458,9600.0,9586,1.0015
0.05,3,q6_lineitem_product_count,p,products,4.094,4,1.0235,267.0,267,1.0
0.05,3,q6_lineitem_product_count,o,orders,59.4,47,1.2638,5000.0,5000,1.0
0.05,3,q6_lineitem_product_count,c,customers,10.2,6,1.7,1200.0,1200,1.0
0.05,3,q7_customer_summary,o,orders,59.4,47,1.2638,5000.0,5000,1.0
0.05,3,q7_customer_summary,c,customers,1.632,1,1.632,192.0,207,1.0781
0.05,3,q8_sensitive_product_scan,l,lineitem,600.0,566,1.0601,12000.0,12000,1.0
0.05,3,q8_sensitive_product_scan,p,products,3.772,4,1.0604,246.0,283,1.1504
0.05,3,q9_ticket_topic_segments,t,tickets,67.34,55,1.2244,2275.0,2288,1.0057
0.05,3,q9_ticket_topic_segments,c,customers,8.772,6,1.462,1032.0,1168,1.1318
0.05,3,q10_acl_customer_rows,c,customers,7.548,1,7.548,888.0,548,1.6204
0.05,3,q11_order_ticket_bridge,o,orders,18.414,33,1.7921,1550.0,2515,1.6226
0.05,3,q11_order_ticket_bridge,c,customers,10.2,6,1.7,1200.0,1200,1.0
0.05,3,q11_order_ticket_bridge,t,tickets,44.4,33,1.3455,1500.0,1468,1.0218
0.05,3,q12_product_segment_revenue,o,orders,59.4,47,1.2638,5000.0,5000,1.0
0.05,3,q12_product_segment_revenue,c,customers,6.12,4,1.53,720.0,729,1.0125
0.05,3,q12_product_segment_revenue,l,lineitem,600.0,566,1.0601,12000.0,12000,1.0
0.05,3,q12_product_segment_revenue,p,products,4.232,4,1.058,276.0,281,1.0181
0.05,3,q13_order_lineitem_rows,o,orders,33.264,26,1.2794,2800.0,2781,1.0068
0.05,3,q13_order_lineitem_rows,l,lineitem,426.0,449,1.054,8520.0,9745,1.1438
0.05,3,q14_support_owner_rows,t,tickets,59.2,47,1.2596,2000.0,1993,1.0035
0.05,3,q14_support_owner_rows,c,customers,10.2,6,1.7,1200.0,1200,1.0
0.05,3,q15_clearance_product_rows,p,products,1.564,1,1.564,102.0,102,1.0
0.05,3,q15_clearance_product_rows,l,lineitem,480.0,428,1.1215,9600.0,9562,1.004
0.05,3,q16_region_product_mix,c,customers,10.2,6,1.7,1200.0,1200,1.0
0.05,3,q16_region_product_mix,o,orders,44.55,34,1.3103,3750.0,3824,1.0197
0.05,3,q16_region_product_mix,l,lineitem,600.0,566,1.0601,12000.0,12000,1.0
0.05,3,q16_region_product_mix,p,products,3.864,4,1.0352,252.0,289,1.1468
0.05,4,q1_customer_orders,l,lineitem,528.0,503,1.0497,12000.0,12000,1.0
0.05,4,q1_customer_orders,o,orders,3.4155,0,3.4155,1150.0,1809,1.573
0.05,4,q1_customer_orders,c,customers,4.08,4,1.02,480.0,504,1.05
0.05,4,q2_revenue_by_product,l,lineitem,528.0,503,1.0497,12000.0,12000,1.0
0.05,4,q2_revenue_by_product,p,products,1.38,2,1.4493,90.0,97,1.0778
0.05,4,q2_revenue_by_product,o,orders,9.801,1,9.801,3300.0,3322,1.0067
0.05,4,q3_support_tickets,t,tickets,23.68,20,1.184,800.0,787,1.0165
0.05,4,q3_support_tickets,c,customers,10.2,6,1.7,1200.0,1200,1.0
0.05,4,q4_revenue_by_region,l,lineitem,528.0,503,1.0497,12000.0,12000,1.0
0.05,4,q4_revenue_by_region,o,orders,14.85,1,14.85,5000.0,5000,1.0
0.05,4,q4_revenue_by_region,c,customers,10.2,6,1.7,1200.0,1200,1.0
0.05,4,q5_high_value_segments,o,orders,10.395,0,10.395,3500.0,3498,1.0006
0.05,4,q5_high_value_segments,c,customers,10.2,6,1.7,1200.0,1200,1.0
0.05,4,q6_lineitem_product_count,l,lineitem,422.4,403,1.0481,9600.0,9586,1.0015
0.05,4,q6_lineitem_product_count,p,products,4.094,4,1.0235,267.0,267,1.0
0.05,4,q6_lineitem_product_count,o,orders,14.85,1,14.85,5000.0,5000,1.0
0.05,4,q6_lineitem_product_count,c,customers,10.2,6,1.7,1200.0,1200,1.0
0.05,4,q7_customer_summary,o,orders,14.85,1,14.85,5000.0,5000,1.0
0.05,4,q7_customer_summary,c,customers,1.632,1,1.632,192.0,207,1.0781
0.05,4,q8_sensitive_product_scan,l,lineitem,528.0,503,1.0497,12000.0,12000,1.0
0.05,4,q8_sensitive_product_scan,p,products,3.772,4,1.0604,246.0,283,1.1504
0.05,4,q9_ticket_topic_segments,t,tickets,67.34,55,1.2244,2275.0,2288,1.0057
0.05,4,q9_ticket_topic_segments,c,customers,8.772,6,1.462,1032.0,1168,1.1318
0.05,4,q10_acl_customer_rows,c,customers,7.548,1,7.548,888.0,548,1.6204
0.05,4,q11_order_ticket_bridge,o,orders,4.6035,0,4.6035,1550.0,2515,1.6226
0.05,4,q11_order_ticket_bridge,c,customers,10.2,6,1.7,1200.0,1200,1.0
0.05,4,q11_order_ticket_bridge,t,tickets,44.4,33,1.3455,1500.0,1468,1.0218
0.05,4,q12_product_segment_revenue,o,orders,14.85,1,14.85,5000.0,5000,1.0
0.05,4,q12_product_segment_revenue,c,customers,6.12,4,1.53,720.0,729,1.0125
0.05,4,q12_product_segment_revenue,l,lineitem,528.0,503,1.0497,12000.0,12000,1.0
0.05,4,q12_product_segment_revenue,p,products,4.232,4,1.058,276.0,281,1.0181
0.05,4,q13_order_lineitem_rows,o,orders,8.316,0,8.316,2800.0,2781,1.0068
0.05,4,q13_order_lineitem_rows,l,lineitem,374.88,398,1.0617,8520.0,9745,1.1438
0.05,4,q14_support_owner_rows,t,tickets,59.2,47,1.2596,2000.0,1993,1.0035
0.05,4,q14_support_owner_rows,c,customers,10.2,6,1.7,1200.0,1200,1.0
0.05,4,q15_clearance_product_rows,p,products,1.564,1,1.564,102.0,102,1.0
0.05,4,q15_clearance_product_rows,l,lineitem,422.4,385,1.0971,9600.0,9562,1.004
0.05,4,q16_region_product_mix,c,customers,10.2,6,1.7,1200.0,1200,1.0
0.05,4,q16_region_product_mix,o,orders,11.1375,1,11.1375,3750.0,3824,1.0197
0.05,4,q16_region_product_mix,l,lineitem,528.0,503,1.0497,12000.0,12000,1.0
0.05,4,q16_region_product_mix,p,products,3.864,4,1.0352,252.0,289,1.1468
0.05,5,q1_customer_orders,l,lineitem,528.0,503,1.0497,12000.0,12000,1.0
0.05,5,q1_customer_orders,o,orders,3.4155,0,3.4155,1150.0,1809,1.573
0.05,5,q1_customer_orders,c,customers,4.896,4,1.224,480.0,504,1.05
0.05,5,q2_revenue_by_product,l,lineitem,528.0,503,1.0497,12000.0,12000,1.0
0.05,5,q2_revenue_by_product,p,products,1.38,2,1.4493,90.0,97,1.0778
0.05,5,q2_revenue_by_product,o,orders,9.801,1,9.801,3300.0,3322,1.0067
0.05,5,q3_support_tickets,t,tickets,23.68,20,1.184,800.0,787,1.0165
0.05,5,q3_support_tickets,c,customers,12.24,7,1.7486,1200.0,1200,1.0
0.05,5,q4_revenue_by_region,l,lineitem,528.0,503,1.0497,12000.0,12000,1.0
0.05,5,q4_revenue_by_region,o,orders,14.85,1,14.85,5000.0,5000,1.0
0.05,5,q4_revenue_by_region,c,customers,12.24,7,1.7486,1200.0,1200,1.0
0.05,5,q5_high_value_segments,o,orders,10.395,0,10.395,3500.0,3498,1.0006
0.05,5,q5_high_value_segments,c,customers,12.24,7,1.7486,1200.0,1200,1.0
0.05,5,q6_lineitem_product_count,l,lineitem,422.4,403,1.0481,9600.0,9586,1.0015
0.05,5,q6_lineitem_product_count,p,products,4.094,4,1.0235,267.0,267,1.0
0.05,5,q6_lineitem_product_count,o,orders,14.85,1,14.85,5000.0,5000,1.0
0.05,5,q6_lineitem_product_count,c,customers,12.24,7,1.7486,1200.0,1200,1.0
0.05,5,q7_customer_summary,o,orders,14.85,1,14.85,5000.0,5000,1.0
0.05,5,q7_customer_summary,c,customers,1.9584,1,1.9584,192.0,207,1.0781
0.05,5,q8_sensitive_product_scan,l,lineitem,528.0,503,1.0497,12000.0,12000,1.0
0.05,5,q8_sensitive_product_scan,p,products,3.772,4,1.0604,246.0,283,1.1504
0.05,5,q9_ticket_topic_segments,t,tickets,67.34,55,1.2244,2275.0,2288,1.0057
0.05,5,q9_ticket_topic_segments,c,customers,10.5264,7,1.5038,1032.0,1168,1.1318
0.05,5,q10_acl_customer_rows,c,customers,9.0576,2,4.5288,888.0,548,1.6204
0.05,5,q11_order_ticket_bridge,o,orders,4.6035,0,4.6035,1550.0,2515,1.6226
0.05,5,q11_order_ticket_bridge,c,customers,12.24,7,1.7486,1200.0,1200,1.0
0.05,5,q11_order_ticket_bridge,t,tickets,44.4,33,1.3455,1500.0,1468,1.0218
0.05,5,q12_product_segment_revenue,o,orders,14.85,1,14.85,5000.0,5000,1.0
0.05,5,q12_product_segment_revenue,c,customers,7.344,5,1.4688,720.0,729,1.0125
0.05,5,q12_product_segment_revenue,l,lineitem,528.0,503,1.0497,12000.0,12000,1.0
0.05,5,q12_product_segment_revenue,p,products,4.232,4,1.058,276.0,281,1.0181
0.05,5,q13_order_lineitem_rows,o,orders,8.316,0,8.316,2800.0,2781,1.0068
0.05,5,q13_order_lineitem_rows,l,lineitem,374.88,398,1.0617,8520.0,9745,1.1438
0.05,5,q14_support_owner_rows,t,tickets,59.2,47,1.2596,2000.0,1993,1.0035
0.05,5,q14_support_owner_rows,c,customers,12.24,7,1.7486,1200.0,1200,1.0
0.05,5,q15_clearance_product_rows,p,products,1.564,1,1.564,102.0,102,1.0
0.05,5,q15_clearance_product_rows,l,lineitem,422.4,385,1.0971,9600.0,9562,1.004
0.05,5,q16_region_product_mix,c,customers,12.24,7,1.7486,1200.0,1200,1.0
0.05,5,q16_region_product_mix,o,orders,11.1375,1,11.1375,3750.0,3824,1.0197
0.05,5,q16_region_product_mix,l,lineitem,528.0,503,1.0497,12000.0,12000,1.0
0.05,5,q16_region_product_mix,p,products,3.864,4,1.0352,252.0,289,1.1468
0.05,6,q1_customer_orders,l,lineitem,528.0,503,1.0497,12000.0,12000,1.0
0.05,6,q1_customer_orders,o,orders,3.4155,0,3.4155,1150.0,1809,1.573
0.05,6,q1_customer_orders,c,customers,4.896,4,1.224,480.0,504,1.05
0.05,6,q2_revenue_by_product,l,lineitem,528.0,503,1.0497,12000.0,12000,1.0
0.05,6,q2_revenue_by_product,p,products,1.38,2,1.4493,90.0,97,1.0778
0.05,6,q2_revenue_by_product,o,orders,9.801,1,9.801,3300.0,3322,1.0067
0.05,6,q3_support_tickets,t,tickets,23.68,20,1.184,800.0,787,1.0165
0.05,6,q3_support_tickets,c,customers,12.24,7,1.7486,1200.0,1200,1.0
0.05,6,q4_revenue_by_region,l,lineitem,528.0,503,1.0497,12000.0,12000,1.0
0.05,6,q4_revenue_by_region,o,orders,14.85,1,14.85,5000.0,5000,1.0
0.05,6,q4_revenue_by_region,c,customers,12.24,7,1.7486,1200.0,1200,1.0
0.05,6,q5_high_value_segments,o,orders,10.395,0,10.395,3500.0,3498,1.0006
0.05,6,q5_high_value_segments,c,customers,12.24,7,1.7486,1200.0,1200,1.0
0.05,6,q6_lineitem_product_count,l,lineitem,422.4,403,1.0481,9600.0,9586,1.0015
0.05,6,q6_lineitem_product_count,p,products,4.094,4,1.0235,267.0,267,1.0
0.05,6,q6_lineitem_product_count,o,orders,14.85,1,14.85,5000.0,5000,1.0
0.05,6,q6_lineitem_product_count,c,customers,12.24,7,1.7486,1200.0,1200,1.0
0.05,6,q7_customer_summary,o,orders,14.85,1,14.85,5000.0,5000,1.0
0.05,6,q7_customer_summary,c,customers,1.9584,1,1.9584,192.0,207,1.0781
0.05,6,q8_sensitive_product_scan,l,lineitem,528.0,503,1.0497,12000.0,12000,1.0
0.05,6,q8_sensitive_product_scan,p,products,3.772,4,1.0604,246.0,283,1.1504
0.05,6,q9_ticket_topic_segments,t,tickets,67.34,55,1.2244,2275.0,2288,1.0057
0.05,6,q9_ticket_topic_segments,c,customers,10.5264,7,1.5038,1032.0,1168,1.1318
0.05,6,q10_acl_customer_rows,c,customers,9.0576,2,4.5288,888.0,548,1.6204
0.05,6,q11_order_ticket_bridge,o,orders,4.6035,0,4.6035,1550.0,2515,1.6226
0.05,6,q11_order_ticket_bridge,c,customers,12.24,7,1.7486,1200.0,1200,1.0
0.05,6,q11_order_ticket_bridge,t,tickets,44.4,33,1.3455,1500.0,1468,1.0218
0.05,6,q12_product_segment_revenue,o,orders,14.85,1,14.85,5000.0,5000,1.0
0.05,6,q12_product_segment_revenue,c,customers,7.344,5,1.4688,720.0,729,1.0125
0.05,6,q12_product_segment_revenue,l,lineitem,528.0,503,1.0497,12000.0,12000,1.0
0.05,6,q12_product_segment_revenue,p,products,4.232,4,1.058,276.0,281,1.0181
0.05,6,q13_order_lineitem_rows,o,orders,8.316,0,8.316,2800.0,2781,1.0068
0.05,6,q13_order_lineitem_rows,l,lineitem,374.88,398,1.0617,8520.0,9745,1.1438
0.05,6,q14_support_owner_rows,t,tickets,59.2,47,1.2596,2000.0,1993,1.0035
0.05,6,q14_support_owner_rows,c,customers,12.24,7,1.7486,1200.0,1200,1.0
0.05,6,q15_clearance_product_rows,p,products,1.564,1,1.564,102.0,102,1.0
0.05,6,q15_clearance_product_rows,l,lineitem,422.4,385,1.0971,9600.0,9562,1.004
0.05,6,q16_region_product_mix,c,customers,12.24,7,1.7486,1200.0,1200,1.0
0.05,6,q16_region_product_mix,o,orders,11.1375,1,11.1375,3750.0,3824,1.0197
0.05,6,q16_region_product_mix,l,lineitem,528.0,503,1.0497,12000.0,12000,1.0
0.05,6,q16_region_product_mix,p,products,3.864,4,1.0352,252.0,289,1.1468
0.1,1,q1_customer_orders,l,lineitem,1200.0,1175,1.0213,12000.0,12000,1.0
0.1,1,q1_customer_orders,o,orders,115.0,194,1.687,1150.0,1809,1.573
0.1,1,q1_customer_orders,c,customers,48.0,44,1.0909,480.0,504,1.05
0.1,1,q2_revenue_by_product,l,lineitem,1200.0,1175,1.0213,12000.0,12000,1.0
0.1,1,q2_revenue_by_product,p,products,9.0,12,1.3333,90.0,97,1.0778
0.1,1,q2_revenue_by_product,o,orders,330.0,329,1.003,3300.0,3322,1.0067
0.1,1,q3_support_tickets,t,tickets,80.0,92,1.15,800.0,787,1.0165
0.1,1,q3_support_tickets,c,customers,120.0,120,1.0,1200.0,1200,1.0
0.1,1,q4_revenue_by_region,l,lineitem,1200.0,1175,1.0213,12000.0,12000,1.0
0.1,1,q4_revenue_by_region,o,orders,500.0,493,1.0142,5000.0,5000,1.0
0.1,1,q4_revenue_by_region,c,customers,120.0,120,1.0,1200.0,1200,1.0
0.1,1,q5_high_value_segments,o,orders,350.0,348,1.0057,3500.0,3498,1.0006
0.1,1,q5_high_value_segments,c,customers,120.0,120,1.0,1200.0,1200,1.0
0.1,1,q6_lineitem_product_count,l,lineitem,960.0,963,1.0031,9600.0,9586,1.0015
0.1,1,q6_lineitem_product_count,p,products,26.7,36,1.3483,267.0,267,1.0
0.1,1,q6_lineitem_product_count,o,orders,500.0,493,1.0142,5000.0,5000,1.0
0.1,1,q6_lineitem_product_count,c,customers,120.0,120,1.0,1200.0,1200,1.0
0.1,1,q7_customer_summary,o,orders,500.0,493,1.0142,5000.0,5000,1.0
0.1,1,q7_customer_summary,c,customers,19.2,20,1.0417,192.0,207,1.0781
0.1,1,q8_sensitive_product_scan,l,lineitem,1200.0,1175,1.0213,12000.0,12000,1.0
0.1,1,q8_sensitive_product_scan,p,products,24.6,40,1.626,246.0,283,1.1504
0.1,1,q9_ticket_topic_segments,t,tickets,227.5,246,1.0813,2275.0,2288,1.0057
0.1,1,q9_ticket_topic_segments,c,customers,103.2,117,1.1337,1032.0,1168,1.1318
0.1,1,q10_acl_customer_rows,c,customers,88.8,47,1.8894,888.0,548,1.6204
0.1,1,q11_order_ticket_bridge,o,orders,155.0,267,1.7226,1550.0,2515,1.6226
0.1,1,q11_order_ticket_bridge,c,customers,120.0,120,1.0,1200.0,1200,1.0
0.1,1,q11_order_ticket_bridge,t,tickets,150.0,166,1.1067,1500.0,1468,1.0218
0.1,1,q12_product_segment_revenue,o,orders,500.0,493,1.0142,5000.0,5000,1.0
0.1,1,q12_product_segment_revenue,c,customers,72.0,75,1.0417,720.0,729,1.0125
0.1,1,q12_product_segment_revenue,l,lineitem,1200.0,1175,1.0213,12000.0,12000,1.0
0.1,1,q12_product_segment_revenue,p,products,27.6,38,1.3768,276.0,281,1.0181
0.1,1,q13_order_lineitem_rows,o,orders,280.0,279,1.0036,2800.0,2781,1.0068
0.1,1,q13_order_lineitem_rows,l,lineitem,852.0,940,1.1033,8520.0,9745,1.1438
0.1,1,q14_support_owner_rows,t,tickets,200.0,210,1.05,2000.0,1993,1.0035
0.1,1,q14_support_owner_rows,c,customers,120.0,120,1.0,1200.0,1200,1.0
0.1,1,q15_clearance_product_rows,p,products,10.2,11,1.0784,102.0,102,1.0
0.1,1,q15_clearance_product_rows,l,lineitem,960.0,905,1.0608,9600.0,9562,1.004
0.1,1,q16_region_product_mix,c,customers,120.0,120,1.0,1200.0,1200,1.0
0.1,1,q16_region_product_mix,o,orders,375.0,376,1.0027,3750.0,3824,1.0197
0.1,1,q16_region_product_mix,l,lineitem,1200.0,1175,1.0213,12000.0,12000,1.0
0.1,1,q16_region_product_mix,p,products,25.2,37,1.4683,252.0,289,1.1468
0.1,2,q1_customer_orders,l,lineitem,1200.0,1175,1.0213,12000.0,12000,1.0
0.1,2,q1_customer_orders,o,orders,101.2,174,1.7194,1150.0,1809,1.573
0.1,2,q1_customer_orders,c,customers,12.24,12,1.02,480.0,504,1.05
0.1,2,q2_revenue_by_product,l,lineitem,1200.0,1175,1.0213,12000.0,12000,1.0
0.1,2,q2_revenue_by_product,p,products,8.28,10,1.2077,90.0,97,1.0778
0.1,2,q2_revenue_by_product,o,orders,290.4,292,1.0055,3300.0,3322,1.0067
0.1,2,q3_support_tickets,t,tickets,64.0,64,1.0,800.0,787,1.0165
0.1,2,q3_support_tickets,c,customers,30.6,33,1.0784,1200.0,1200,1.0
0.1,2,q4_revenue_by_region,l,lineitem,1200.0,1175,1.0213,12000.0,12000,1.0
0.1,2,q4_revenue_by_region,o,orders,440.0,442,1.0045,5000.0,5000,1.0
0.1,2,q4_revenue_by_region,c,customers,30.6,33,1.0784,1200.0,1200,1.0
0.1,2,q5_high_value_segments,o,orders,308.0,314,1.0195,3500.0,3498,1.0006
0.1,2,q5_high_value_segments,c,customers,30.6,33,1.0784,1200.0,1200,1.0
0.1,2,q6_lineitem_product_count,l,lineitem,960.0,963,1.0031,9600.0,9586,1.0015
0.1,2,q6_lineitem_product_count,p,products,24.564,34,1.3841,267.0,267,1.0
0.1,2,q6_lineitem_product_count,o,orders,440.0,442,1.0045,5000.0,5000,1.0
0.1,2,q6_lineitem_product_count,c,customers,30.6,33,1.0784,1200.0,1200,1.0
0.1,2,q7_customer_summary,o,orders,440.0,442,1.0045,5000.0,5000,1.0
0.1,2,q7_customer_summary,c,customers,4.896,4,1.224,192.0,207,1.0781
0.1,2,q8_sensitive_product_scan,l,lineitem,1200.0,1175,1.0213,12000.0,12000,1.0
0.1,2,q8_sensitive_product_scan,p,products,22.632,38,1.679,246.0,283,1.1504
0.1,2,q9_ticket_topic_segments,t,tickets,182.0,189,1.0385,2275.0,2288,1.0057
0.1,2,q9_ticket_topic_segments,c,customers,26.316,33,1.254,1032.0,1168,1.1318
0.1,2,q10_acl_customer_rows,c,customers,22.644,12,1.887,888.0,548,1.6204
0.1,2,q11_order_ticket_bridge,o,orders,136.4,242,1.7742,1550.0,2515,1.6226
0.1,2,q11_order_ticket_bridge,c,customers,30.6,33,1.0784,1200.0,1200,1.0
0.1,2,q11_order_ticket_bridge,t,tickets,120.0,106,1.1321,1500.0,1468,1.0218
0.1,2,q12_product_segment_revenue,o,orders,440.0,442,1.0045,5000.0,5000,1.0
0.1,2,q12_product_segment_revenue,c,customers,18.36,23,1.2527,720.0,729,1.0125
0.1,2,q12_product_segment_revenue,l,lineitem,1200.0,1175,1.0213,12000.0,12000,1.0
0.1,2,q12_product_segment_revenue,p,products,25.392,38,1.4965,276.0,281,1.0181
0.1,2,q13_order_lineitem_rows,o,orders,246.4,279,1.1323,2800.0,2781,1.0068
0.1,2,q13_order_lineitem_rows,l,lineitem,852.0,940,1.1033,8520.0,9745,1.1438
0.1,2,q14_support_owner_rows,t,tickets,160.0,162,1.0125,2000.0,1993,1.0035
0.1,2,q14_support_owner_rows,c,customers,30.6,33,1.0784,1200.0,1200,1.0
0.1,2,q15_clearance_product_rows,p,products,9.384,11,1.1722,102.0,102,1.0
0.1,2,q15_clearance_product_rows,l,lineitem,960.0,905,1.0608,9600.0,9562,1.004
0.1,2,q16_region_product_mix,c,customers,30.6,33,1.0784,1200.0,1200,1.0
0.1,2,q16_region_product_mix,o,orders,330.0,336,1.0182,3750.0,3824,1.0197
0.1,2,q16_region_product_mix,l,lineitem,1200.0,1175,1.0213,12000.0,12000,1.0
0.1,2,q16_region_product_mix,p,products,23.184,35,1.5097,252.0,289,1.1468
0.1,3,q1_customer_orders,l,lineitem,1200.0,1175,1.0213,12000.0,12000,1.0
0.1,3,q1_customer_orders,o,orders,27.324,46,1.6835,1150.0,1809,1.573
0.1,3,q1_customer_orders,c,customers,12.24,12,1.02,480.0,504,1.05
0.1,3,q2_revenue_by_product,l,lineitem,1200.0,1175,1.0213,12000.0,12000,1.0
0.1,3,q2_revenue_by_product,p,products,4.14,8,1.9324,90.0,97,1.0778
0.1,3,q2_revenue_by_product,o,orders,78.408,69,1.1363,3300.0,3322,1.0067
0.1,3,q3_support_tickets,t,tickets,47.36,50,1.0557,800.0,787,1.0165
0.1,3,q3_support_tickets,c,customers,30.6,33,1.0784,1200.0,1200,1.0
0.1,3,q4_revenue_by_region,l,lineitem,1200.0,1175,1.0213,12000.0,12000,1.0
0.1,3,q4_revenue_by_region,o,orders,118.8,107,1.1103,5000.0,5000,1.0
0.1,3,q4_revenue_by_region,c,customers,30.6,33,1.0784,1200.0,1200,1.0
0.1,3,q5_high_value_segments,o,orders,83.16,84,1.0101,3500.0,3498,1.0006
0.1,3,q5_high_value_segments,c,customers,30.6,33,1.0784,1200.0,1200,1.0
0.1,3,q6_lineitem_product_count,l,lineitem,960.0,963,1.0031,9600.0,9586,1.0015
0.1,3,q6_lineitem_product_count,p,products,12.282,19,1.547,267.0,267,1.0
0.1,3,q6_lineitem_product_count,o,orders,118.8,107,1.1103,5000.0,5000,1.0
0.1,3,q6_lineitem_product_count,c,customers,30.6,33,1.0784,1200.0,1200,1.0
0.1,3,q7_customer_summary,o,orders,118.8,107,1.1103,5000.0,5000,1.0
0.1,3,q7_customer_summary,c,customers,4.896,4,1.224,192.0,207,1.0781
0.1,3,q8_sensitive_product_scan,l,lineitem,1200.0,1175,1.0213,12000.0,12000,1.0
0.1,3,q8_sensitive_product_scan,p,products,11.316,21,1.8558,246.0,283,1.1504
0.1,3,q9_ticket_topic_segments,t,tickets,134.68,142,1.0544,2275.0,2288,1.0057
0.1,3,q9_ticket_topic_segments,c,customers,26.316,33,1.254,1032.0,1168,1.1318
0.1,3,q10_acl_customer_rows,c,customers,22.644,12,1.887,888.0,548,1.6204
0.1,3,q11_order_ticket_bridge,o,orders,36.828,66,1.7921,1550.0,2515,1.6226
0.1,3,q11_order_ticket_bridge,c,customers,30.6,33,1.0784,1200.0,1200,1.0
0.1,3,q11_order_ticket_bridge,t,tickets,88.8,78,1.1385,1500.0,1468,1.0218
0.1,3,q12_product_segment_revenue,o,orders,118.8,107,1.1103,5000.0,5000,1.0
0.1,3,q12_product_segment_revenue,c,customers,18.36,23,1.2527,720.0,729,1.0125
0.1,3,q12_product_segment_revenue,l,lineitem,1200.0,1175,1.0213,12000.0,12000,1.0
0.1,3,q12_product_segment_revenue,p,products,12.696,21,1.6541,276.0,281,1.0181
0.1,3,q13_order_lineitem_rows,o,orders,66.528,71,1.0672,2800.0,2781,1.0068
0.1,3,q13_order_lineitem_rows,l,lineitem,852.0,940,1.1033,8520.0,9745,1.1438
0.1,3,q14_support_owner_rows,t,tickets,118.4,121,1.022,2000.0,1993,1.0035
0.1,3,q14_support_owner_rows,c,customers,30.6,33,1.0784,1200.0,1200,1.0
0.1,3,q15_clearance_product_rows,p,products,4.692,7,1.4919,102.0,102,1.0
0.1,3,q15_clearance_product_rows,l,lineitem,960.0,905,1.0608,9600.0,9562,1.004
0.1,3,q16_region_product_mix,c,customers,30.6,33,1.0784,1200.0,1200,1.0
0.1,3,q16_region_product_mix,o,orders,89.1,73,1.2205,3750.0,3824,1.0197
0.1,3,q16_region_product_mix,l,lineitem,1200.0,1175,1.0213,12000.0,12000,1.0
0.1,3,q16_region_product_mix,p,products,11.592,21,1.8116,252.0,289,1.1468
